unique_code,tipoies,region,nombreies,nombrecarrera,modalidad
I100S4C300J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Presencial
I100S4C300J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Presencial
I100S4C301J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN AUTOMATIZACION Y ROBOTICA,Presencial
I100S4C302J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN INFORMATICA,Presencial
I100S4C304J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Presencial
I100S4C304J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Presencial
I100S4C307J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,ADMINISTRACION GASTRONOMICA,Presencial
I100S4C309J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN ENERGIA,Presencial
I100S5C119J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN LOGISTICA,Presencial
I100S5C126J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN MINAS,Presencial
I100S5C126J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN MINAS,Presencial
I100S5C160J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN MAQUINARIA PESADA Y VEHICULOS AUTOMOTRICES,Presencial
I100S5C160J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN MAQUINARIA PESADA Y VEHICULOS AUTOMOTRICES,Presencial
I100S5C167J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN METALURGIA,Presencial
I100S5C167J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN METALURGIA,Presencial
I100S5C300J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Presencial
I100S5C300J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Presencial
I100S5C301J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN AUTOMATIZACION Y ROBOTICA,Presencial
I100S5C301J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN AUTOMATIZACION Y ROBOTICA,Presencial
I100S5C302J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN INFORMATICA,Presencial
I100S5C302J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN INFORMATICA,Presencial
I100S5C310J1V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN MANTENIMIENTO DE PLANTAS MINERAS,Presencial
I100S5C310J2V1,Institutos Profesionales,REGION DE ANTOFAGASTA,IP INACAP,INGENIERIA EN MANTENIMIENTO DE PLANTAS MINERAS,Presencial
I100S9C168J1V1,Institutos Profesionales,REGION DE LOS RIOS,IP INACAP,"INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Presencial
I100S9C169J1V1,Institutos Profesionales,REGION DE LOS RIOS,IP INACAP,INGENIERIA AGRICOLA,Presencial
I100S9C176J1V1,Institutos Profesionales,REGION DE LOS RIOS,IP INACAP,CONSTRUCCION CIVIL,Presencial
I100S9C176J2V1,Institutos Profesionales,REGION DE LOS RIOS,IP INACAP,CONSTRUCCION CIVIL,Presencial
I100S9C21J1V1,Institutos Profesionales,REGION DE LOS RIOS,IP INACAP,INGENIERIA EN MANTENIMIENTO INDUSTRIAL,Presencial
I100S9C294J1V1,Institutos Profesionales,REGION DE LOS RIOS,IP INACAP,INGENIERIA ELECTRICA,Presencial
I100S9C300J1V1,Institutos Profesionales,REGION DE LOS RIOS,IP INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Presencial
I100S9C300J2V1,Institutos Profesionales,REGION DE LOS RIOS,IP INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Presencial
I100S9C301J1V1,Institutos Profesionales,REGION DE LOS RIOS,IP INACAP,INGENIERIA EN AUTOMATIZACION Y ROBOTICA,Presencial
I100S9C302J1V1,Institutos Profesionales,REGION DE LOS RIOS,IP INACAP,INGENIERIA EN INFORMATICA,Presencial
I100S9C304J1V1,Institutos Profesionales,REGION DE LOS RIOS,IP INACAP,INGENIERIA EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Presencial
I100S9C307J1V1,Institutos Profesionales,REGION DE LOS RIOS,IP INACAP,ADMINISTRACION GASTRONOMICA,Presencial
I101S1C138J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN COMERCIO INTERNACIONAL,Presencial
I101S1C138J2V2,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN COMERCIO INTERNACIONAL,Presencial
I101S1C138J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN COMERCIO INTERNACIONAL,No Presencial
I101S1C138J4V2,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN COMERCIO INTERNACIONAL,No Presencial
I101S1C13J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,SERVICIO SOCIAL,Presencial
I101S1C13J2V2,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,SERVICIO SOCIAL,Presencial
I101S1C13J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,SERVICIO SOCIAL,No Presencial
I101S1C13J4V2,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,SERVICIO SOCIAL,No Presencial
I101S1C168J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN ADMINISTRACION DE EMPRESAS GESTION RECURSOS HUMANOS,Presencial
I101S1C168J2V2,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN ADMINISTRACION DE EMPRESAS GESTION RECURSOS HUMANOS,Presencial
I101S1C168J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN ADMINISTRACION DE EMPRESAS GESTION RECURSOS HUMANOS,No Presencial
I101S1C168J4V2,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN ADMINISTRACION DE EMPRESAS GESTION RECURSOS HUMANOS,No Presencial
I101S1C169J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS GESTION RECURSOS HUMANOS,Presencial
I101S1C169J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS GESTION RECURSOS HUMANOS,No Presencial
I101S1C16J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN ADMINISTRACION PUBLICA,Presencial
I101S1C16J2V2,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN ADMINISTRACION PUBLICA,Presencial
I101S1C16J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN ADMINISTRACION PUBLICA,No Presencial
I101S1C16J4V2,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN ADMINISTRACION PUBLICA,No Presencial
I101S1C200J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR ASISTENTE DE LA EDUCACION EN AULA Y ADMINISTRACION,Presencial
I101S1C200J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR ASISTENTE DE LA EDUCACION EN AULA Y ADMINISTRACION,No Presencial
I101S1C202J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,Presencial
I101S1C202J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA,No Presencial
I101S1C208J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD,Presencial
I101S1C208J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD,No Presencial
I101S1C209J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR EN GESTION LOGISTICA,Presencial
I101S1C209J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR EN GESTION LOGISTICA,No Presencial
I101S1C38J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS Y MEDIO AMBIENTE,Presencial
I101S1C38J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS Y MEDIO AMBIENTE,No Presencial
I101S1C39J2V2,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN PREVENCION DE RIESGOS Y MEDIO AMBIENTE,Presencial
I101S1C39J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN PREVENCION DE RIESGOS Y MEDIO AMBIENTE,No Presencial
I101S1C39J4V2,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,INGENIERIA EN PREVENCION DE RIESGOS Y MEDIO AMBIENTE,No Presencial
I101S1C43J2V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR EN TRADUCTOR INGLES ESPAÑOL,Presencial
I101S1C43J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,TECNICO DE NIVEL SUPERIOR EN TRADUCTOR INGLES ESPAÑOL,No Presencial
I101S1C9J4V1,Institutos Profesionales,REGION DE VALPARAISO,IP LIBERTADOR DE LOS ANDES,PSICOPEDAGOGIA,No Presencial
I104S1C1J1V1,Institutos Profesionales,REGION METROPOLITANA,IP ESCUELA DE CONTADORES AUDITORES DE SANTIAGO,CONTADOR AUDITOR,Presencial
I104S1C1J2V1,Institutos Profesionales,REGION METROPOLITANA,IP ESCUELA DE CONTADORES AUDITORES DE SANTIAGO,CONTADOR AUDITOR,Presencial
I106S6C10J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,CONTADOR AUDITOR,No Presencial
I106S6C10J4V3,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,CONTADOR AUDITOR,No Presencial
I106S6C15J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,PSICOPEDAGOGIA,No Presencial
I106S6C20J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,SERVICIO SOCIAL,No Presencial
I106S6C231J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN COMERCIO EXTERIOR,No Presencial
I106S6C250J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN SERVICIO SOCIAL,No Presencial
I106S6C262J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,INGENIERIA EN ADMINISTRACION MENCION MARKETING O FINANZAS O RECURSOS HUMANOS,No Presencial
I106S6C263J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,INGENIERIA EN CONTROL DE GESTION,No Presencial
I106S6C263J4V2,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,INGENIERIA EN CONTROL DE GESTION,No Presencial
I106S6C265J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN CONTROL DE GESTION,No Presencial
I106S6C265J4V2,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN CONTROL DE GESTION,No Presencial
I106S6C266J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO EN EDUCACION DIFERENCIAL,No Presencial
I106S6C268J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN GESTION TURISTICA,No Presencial
I106S6C269J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO JURIDICO EN GESTION JUDICIAL,No Presencial
I106S6C284J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION PUBLICA,No Presencial
I106S6C285J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,INGENIERIA EN INFORMATICA MENCION ANALITICA AVANZADA O CIBERSEGURIDAD,No Presencial
I106S6C286J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN INFORMATICA,No Presencial
I106S6C287J4V2,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,INGENIERIA EN ADMINISTRACION PUBLICA Y MUNICIPAL,No Presencial
I106S6C292J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO EN PUBLICIDAD,No Presencial
I106S6C293J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,PUBLICIDAD EN MARKETING DIGITAL,No Presencial
I106S6C294J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO EN EDUCACION PARVULARIA Y PRIMER CICLO BASICO,No Presencial
I106S6C295J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO EN ANIMACION DIGITAL,No Presencial
I106S6C296J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO EN LOGISTICA,No Presencial
I106S6C297J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,INGENIERIA INDUSTRIAL,No Presencial
I106S6C303J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,DISEÑO GRAFICO DIGITAL,No Presencial
I106S6C304J4V3,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS,No Presencial
I106S6C305J4V3,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION MARKETING,No Presencial
I106S6C306J4V3,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS,No Presencial
I106S6C307J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR ANALISTA DE SISTEMAS,No Presencial
I106S6C309J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN CONTROL DE LA PRODUCCION INDUSTRIAL,No Presencial
I106S6C310J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN DISEÑO GRAFICO DIGITAL,No Presencial
I106S6C314J4V2,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS,No Presencial
I106S6C315J4V2,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS MENCION MARKETING,No Presencial
I106S6C316J4V2,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS MENCION RECURSOS HUMANOS,No Presencial
I106S6C317J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN CLOUD ADMINISTRATION,No Presencial
I106S6C318J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN SEGURIDAD INFORMATICA,No Presencial
I106S6C328J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN CUSTOMER EXPERIENCE,No Presencial
I106S6C329J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN INBOUND MARKETING,No Presencial
I106S6C330J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN MARKETING DIGITAL,No Presencial
I106S6C331J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN USER EXPERIENCE,No Presencial
I106S6C335J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN CIENCIA DE DATOS,No Presencial
I106S6C340J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN AGILE COACHING,No Presencial
I106S6C341J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN RECLUTAMIENTO Y ATRACCION DE TALENTO,No Presencial
I106S6C342J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN SOCIAL MEDIA,No Presencial
I106S6C343J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN QUALITY ASSURANCE,No Presencial
I106S6C64J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,CONTADOR GENERAL,No Presencial
I106S6C64J4V2,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,CONTADOR GENERAL,No Presencial
I106S6C67J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS MENCION MARKETING O FINANZAS O RECURSOS HUMANOS,No Presencial
I106S6C67J4V2,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,No Presencial
I106S6C6J4V1,Institutos Profesionales,REGION METROPOLITANA,IP PROVIDENCIA,INGENIERIA EN INFORMATICA,No Presencial
I108S1C23J1V1,Institutos Profesionales,REGION METROPOLITANA,IP CHILENO BRITANICO DE CULTURA,TRADUCCION PROFESIONAL DEL INGLES AL ESPAÑOL,Presencial
I108S1C23J2V2,Institutos Profesionales,REGION METROPOLITANA,IP CHILENO BRITANICO DE CULTURA,TRADUCCION PROFESIONAL DEL INGLES AL ESPAÑOL,Presencial
I108S1C28J1V1,Institutos Profesionales,REGION METROPOLITANA,IP CHILENO BRITANICO DE CULTURA,INTERPRETACION PROFESIONAL DEL INGLES AL ESPAÑOL,Presencial
I108S1C28J2V1,Institutos Profesionales,REGION METROPOLITANA,IP CHILENO BRITANICO DE CULTURA,INTERPRETACION PROFESIONAL DEL INGLES AL ESPAÑOL,Presencial
I108S1C30J1V1,Institutos Profesionales,REGION METROPOLITANA,IP CHILENO BRITANICO DE CULTURA,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD,Presencial
I108S1C30J2V1,Institutos Profesionales,REGION METROPOLITANA,IP CHILENO BRITANICO DE CULTURA,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD,Presencial
I108S1C31J1V1,Institutos Profesionales,REGION METROPOLITANA,IP CHILENO BRITANICO DE CULTURA,CONTADOR AUDITOR BILINGUE,Presencial
I108S1C31J2V1,Institutos Profesionales,REGION METROPOLITANA,IP CHILENO BRITANICO DE CULTURA,CONTADOR AUDITOR BILINGUE,Presencial
I108S1C3J1V1,Institutos Profesionales,REGION METROPOLITANA,IP CHILENO BRITANICO DE CULTURA,TRADUCCION INGLES-ESPAÑOL,Presencial
I108S1C3J2V1,Institutos Profesionales,REGION METROPOLITANA,IP CHILENO BRITANICO DE CULTURA,TRADUCCION INGLES-ESPAÑOL,Presencial
I111S10C10J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,DISEÑO DE AMBIENTES,Presencial
I111S10C145J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN GESTION LOGISTICA,Presencial
I111S10C145J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN GESTION LOGISTICA,Presencial
I111S10C204J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,CONTABILIDAD GENERAL MENCION LEGISLACION TRIBUTARIA PEV,Semipresencial
I111S10C23J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,ANALISTA PROGRAMADOR COMPUTACIONAL,Presencial
I111S10C309J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,TECNICO EN GESTION LOGISTICA PEV,Semipresencial
I111S10C39J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,DISEÑO GRAFICO,Presencial
I111S10C422J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,TECNICO EN GESTION LOGISTICA,Presencial
I111S10C47J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,DISEÑO INDUSTRIAL,Presencial
I111S10C484J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN ADMINISTRACION MENCION FINANZAS,Presencial
I111S10C484J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN ADMINISTRACION MENCION FINANZAS,Presencial
I111S10C485J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN ADMINISTRACION MENCION GESTION DE PERSONAS,Presencial
I111S10C486J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN ADMINISTRACION MENCION MARKETING,Presencial
I111S10C48J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN INFORMATICA,Presencial
I111S10C48J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN INFORMATICA,Presencial
I111S10C491J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,TECNICO EN GESTION DE PERSONAS,Presencial
I111S10C492J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,TECNICO EN MARKETING,Presencial
I111S10C505J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,ADMINISTRACION DE REDES Y TELECOMUNICACIONES,Presencial
I111S10C505J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,ADMINISTRACION DE REDES Y TELECOMUNICACIONES,Presencial
I111S10C50J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN CONECTIVIDAD Y REDES,Presencial
I111S10C50J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN CONECTIVIDAD Y REDES,Presencial
I111S10C6J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,AUDITORIA,Presencial
I111S10C6J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,AUDITORIA,Presencial
I111S12C104J1V2,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN CONSTRUCCION,Presencial
I111S12C104J2V2,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN CONSTRUCCION,Presencial
I111S12C106J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,PREPARADOR FISICO,Presencial
I111S12C107J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,TECNICO EN ODONTOLOGIA,Presencial
I111S12C110J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,TECNICO VETERINARIO Y PECUARIO,Presencial
I111S12C145J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN GESTION LOGISTICA,Presencial
I111S12C19J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,CONTABILIDAD GENERAL MENCION LEGISLACION TRIBUTARIA,Presencial
I111S12C21J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,TECNICO EN CONSTRUCCION,Presencial
I111S12C21J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,TECNICO EN CONSTRUCCION,Presencial
I111S12C22J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN MECANICA AUTOMOTRIZ Y AUTOTRONICA,Presencial
I111S12C22J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN MECANICA AUTOMOTRIZ Y AUTOTRONICA,Presencial
I111S12C23J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,ANALISTA PROGRAMADOR COMPUTACIONAL,Presencial
I111S12C23J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,ANALISTA PROGRAMADOR COMPUTACIONAL,Presencial
I111S12C24J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN PREVENCION DE RIESGOS,Presencial
I111S12C24J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN PREVENCION DE RIESGOS,Presencial
I111S12C32J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,TECNICO AGRICOLA,Presencial
I111S12C34J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA AGRICOLA,Presencial
I111S12C407J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,TECNICO EN QUIMICA Y FARMACIA,Presencial
I111S12C413J1V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL,Presencial
I111S12C413J2V1,Institutos Profesionales,REGION METROPOLITANA,IP DUOC UC,INGENIERIA EN ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL,Presencial
